"copy_path"	"source_path"	"role"	"source_sha256"	"copy_sha256"	"reason"
"EVIDENCE/006__V2_SHARDED_ADDENDUM.md"	"tracks/RELEASE/V3_18/PT1_H0/ARTIFACTS/H0_S8_THREE_POINT_LEGACY_SENSITIVITY_SHARDED_ADDENDUM_V2_2026-07-30_SK.md"	"frozen-preregistration"	"C2AAB58C565530DEA8CFC6FB7719B9B662706341A399FBAB0CC5736FD1D9C768"	"C2AAB58C565530DEA8CFC6FB7719B9B662706341A399FBAB0CC5736FD1D9C768"	"Sharded execution contract"
"EVIDENCE/007__V3_GRID_CELL_ADDENDUM.md"	"tracks/RELEASE/V3_18/PT1_H0/ARTIFACTS/H0_S8_LEGACY_SENSITIVITY_GRID_CELL_ADDENDUM_V3_2026-07-31_SK.md"	"frozen-preregistration"	"DC6E8CC12172BD9AF4805870722AA9516A5A48F3824A05FD7A0D5956513E54F7"	"DC6E8CC12172BD9AF4805870722AA9516A5A48F3824A05FD7A0D5956513E54F7"	"3x3 grid contract"
"EVIDENCE/008__V4_STAGED_ADDENDUM.md"	"tracks/RELEASE/V3_18/PT1_H0/ARTIFACTS/H0_S8_N8000_STAGED_EXECUTION_ADDENDUM_V4_2026-07-31_SK.md"	"frozen-preregistration"	"5E2A35D1E1A6EB64D200D4F18488A31849CB16079249DFB8407559A6D3925D42"	"5E2A35D1E1A6EB64D200D4F18488A31849CB16079249DFB8407559A6D3925D42"	"n8000 reference/model staging contract"
"EVIDENCE/009__V5_SEGMENTED_ADDENDUM.md"	"tracks/RELEASE/V3_18/PT1_H0/ARTIFACTS/H0_S8_N8000_BISECTION_SEGMENTS_ADDENDUM_V5_2026-07-31_SK.md"	"frozen-preregistration"	"6706912598C536099A1E230D20650D8A792943AF87FB36C283DF4F1449CCB3A1"	"6706912598C536099A1E230D20650D8A792943AF87FB36C283DF4F1449CCB3A1"	"Exact 10+10+9 continuation contract"
"EVIDENCE/010__N8000_REFERENCE_STAGE.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_N8000_REFERENCE_STAGE.json"	"raw-result"	"0BFC88D8FFC5196B137570B149CBBC7ED3B93DC3EF81D14D9E7F4F130E050234"	"0BFC88D8FFC5196B137570B149CBBC7ED3B93DC3EF81D14D9E7F4F130E050234"	"Immutable n8000 reference raw"
"EVIDENCE/011__CELL_NULL_N2000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N2000.json"	"raw-result"	"4AF3E71312669D0B5C6A11727744AE2D1A5CFA825412CE9F40228FB3951BC7DE"	"4AF3E71312669D0B5C6A11727744AE2D1A5CFA825412CE9F40228FB3951BC7DE"	"Accepted null n2000 final cell"
"EVIDENCE/012__CELL_NULL_N4000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N4000.json"	"raw-result"	"B923BE76D1AD9DAB3E0FBE27A89C09E70F4B6D111653F7A577374C011118C3C2"	"B923BE76D1AD9DAB3E0FBE27A89C09E70F4B6D111653F7A577374C011118C3C2"	"Accepted null n4000 final cell"
"EVIDENCE/013__CELL_NULL_N8000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N8000.json"	"raw-result"	"0D0D9352FC0144835DFDBC03181D4D3F9945BBBD0FC07B7CE03184F281833850"	"0D0D9352FC0144835DFDBC03181D4D3F9945BBBD0FC07B7CE03184F281833850"	"Accepted null n8000 final cell"
"EVIDENCE/014__CELL_HALF_N2000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N2000.json"	"raw-result"	"31823491AB09A451B1A3B5936DB30BEFF668BC0F2E67DB412D7FD8F6CC4EAE4C"	"31823491AB09A451B1A3B5936DB30BEFF668BC0F2E67DB412D7FD8F6CC4EAE4C"	"Accepted half n2000 final cell"
"EVIDENCE/015__CELL_HALF_N4000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N4000.json"	"raw-result"	"20D9DA52D84CD17B366E8CAB95190E60A0E0D762B6C5BAC69E49CECD8EBF5C15"	"20D9DA52D84CD17B366E8CAB95190E60A0E0D762B6C5BAC69E49CECD8EBF5C15"	"Accepted half n4000 final cell"
"EVIDENCE/016__CELL_HALF_N8000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N8000.json"	"raw-result"	"67B1218BA8B061DE75665EAD0129E89C68C277F01316065D6E38E444307AD66A"	"67B1218BA8B061DE75665EAD0129E89C68C277F01316065D6E38E444307AD66A"	"Accepted half n8000 final cell"
"EVIDENCE/017__CELL_FULL_N2000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N2000.json"	"raw-result"	"5A86DB61D291D18F716F9FB705505445FD2AB1B59590DFC686A5ED271867F05C"	"5A86DB61D291D18F716F9FB705505445FD2AB1B59590DFC686A5ED271867F05C"	"Accepted full n2000 final cell"
"EVIDENCE/018__CELL_FULL_N4000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N4000.json"	"raw-result"	"2FC1AE5D9F96969728946613CDCE971D2F9A9B7A5A8A62A73A6043B7438568AB"	"2FC1AE5D9F96969728946613CDCE971D2F9A9B7A5A8A62A73A6043B7438568AB"	"Accepted full n4000 final cell"
"EVIDENCE/019__CELL_FULL_N8000.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N8000.json"	"raw-result"	"DE86BBD810B282565E5BCFCAA436067E4168CE87600E8AFA350361D0045DF06D"	"DE86BBD810B282565E5BCFCAA436067E4168CE87600E8AFA350361D0045DF06D"	"Accepted full n8000 final cell"
"EVIDENCE/020__NULL_N8000_BISECT_A.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N8000_BISECT_A.json"	"raw-result-continuation"	"9AA2D2124986CE693A067D53BA3B0A9EF8EC4D22FC64885A00ABC4A009621AC9"	"9AA2D2124986CE693A067D53BA3B0A9EF8EC4D22FC64885A00ABC4A009621AC9"	"Null A continuation evidence"
"EVIDENCE/021__NULL_N8000_BISECT_B.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N8000_BISECT_B.json"	"raw-result-continuation"	"BDBC7532F6A73F6BC1AEBAAA43019F10FBBD9A3270F4CA4F831ADD8F2EA8A389"	"BDBC7532F6A73F6BC1AEBAAA43019F10FBBD9A3270F4CA4F831ADD8F2EA8A389"	"Null B continuation evidence"
"EVIDENCE/022__NULL_N8000_MODEL_STAGE_C.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_NULL_N8000_MODEL_STAGE.json"	"raw-result-continuation"	"4165F10DBFE8EC374A0212D99DABDB01940EE5FE617308ED7D1AF5605BF17C18"	"4165F10DBFE8EC374A0212D99DABDB01940EE5FE617308ED7D1AF5605BF17C18"	"Null C continuation evidence"
"EVIDENCE/023__HALF_N8000_BISECT_A.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N8000_BISECT_A.json"	"raw-result-continuation"	"CA03A34397BBA0A138BA0F4BE00146B2C7D792D9513C6FF46F7BF3C51749F7E9"	"CA03A34397BBA0A138BA0F4BE00146B2C7D792D9513C6FF46F7BF3C51749F7E9"	"Half A continuation evidence"
"EVIDENCE/024__HALF_N8000_BISECT_B.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N8000_BISECT_B.json"	"raw-result-continuation"	"90E913AD4BC1B88883B5B85EF34CCF4E2256501A8A7A193503AE7AD61ECA24CA"	"90E913AD4BC1B88883B5B85EF34CCF4E2256501A8A7A193503AE7AD61ECA24CA"	"Half B continuation evidence"
"EVIDENCE/025__HALF_N8000_MODEL_STAGE_C.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_HALF_N8000_MODEL_STAGE.json"	"raw-result-continuation"	"9AACB259DBAF265B2B3F44065D3D5C41B7756255B4A86E631512C5CC2BADB1E0"	"9AACB259DBAF265B2B3F44065D3D5C41B7756255B4A86E631512C5CC2BADB1E0"	"Half C continuation evidence"
"EVIDENCE/026__FULL_N8000_BISECT_A.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N8000_BISECT_A.json"	"raw-result-continuation"	"847F91CCA53E13820018785E6196308E95F513F706608A0EBCF3CC7F21483E19"	"847F91CCA53E13820018785E6196308E95F513F706608A0EBCF3CC7F21483E19"	"Full A continuation evidence"
"EVIDENCE/027__FULL_N8000_BISECT_B.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N8000_BISECT_B.json"	"raw-result-continuation"	"90958741ED222CBC61FF32981D61CB9A17D9B4FCA30D27ADA4B13C8836FF4C45"	"90958741ED222CBC61FF32981D61CB9A17D9B4FCA30D27ADA4B13C8836FF4C45"	"Full B continuation evidence"
"EVIDENCE/028__FULL_N8000_MODEL_STAGE_C.json"	"scripts/results/release_v318_h0_s8/RUN_V318_PT1_H0_S8_CELL_FULL_N8000_MODEL_STAGE.json"	"raw-result-continuation"	"DB0C63AEB62D1D750A2CED10DB7DA5A7A885A43915EA11C3C9ABD08A681371EF"	"DB0C63AEB62D1D750A2CED10DB7DA5A7A885A43915EA11C3C9ABD08A681371EF"	"Full C continuation evidence"
"EVIDENCE/029__RESULT_AND_INTERNAL_AUDIT.md"	"tracks/RELEASE/V3_18/PT1_H0/ARTIFACTS/H0_S8_C2_C3_RESULT_AND_INTERNAL_AUDIT_2026-08-01_SK.md"	"derived-result-internal-audit"	"E2DF985FA198F4DBC3AD05C5EA2A0E8607161E3BDE26A4C3754C3CC383E229DE"	"E2DF985FA198F4DBC3AD05C5EA2A0E8607161E3BDE26A4C3754C3CC383E229DE"	"Joint authoritative result and internal audit dossier"
"EVIDENCE/030__EA047_EXTERNAL_RESPONSE.md"	"External_Audits/RESPONSES/EA-20260801-047-R1-V318-PT1-H0-S8-C2C3-PARITY-CONTROL-REPAIR/SUB-20260801-047-R1-001/00_AUDITOR_AUDIT.md"	"parent-external-audit-finding"	"FB55DA8D5FE55D85C7D7776EA27B391235A95F03658A847CFED0A94862E9E8D1"	"FB55DA8D5FE55D85C7D7776EA27B391235A95F03658A847CFED0A94862E9E8D1"	"Exact R1 response defining EA047-R1-EXT-P0-001 ruleset-map blocker"
"REPRO/scripts/393_script_V318_PT1_H0_S8_three_point_legacy_sensitivity_dev.py"	"scripts/393_script_V318_PT1_H0_S8_three_point_legacy_sensitivity_dev.py"	"executable-primary"	"89C12064BA72ADB70C443DD14B0A64B5139314D8AB996A9FB2C63E7F6F4B6FF3"	"89C12064BA72ADB70C443DD14B0A64B5139314D8AB996A9FB2C63E7F6F4B6FF3"	"Thin official runner"
"REPRO/scripts/baseScripts/release_v318_h0_s8_legacy_sensitivity_dev.py"	"scripts/baseScripts/release_v318_h0_s8_legacy_sensitivity_dev.py"	"runtime-import-primary"	"74AE3B0BC31FA1AE4BB9FDB3339C84869DA38131440795BD0C7B2B82677F30D9"	"74AE3B0BC31FA1AE4BB9FDB3339C84869DA38131440795BD0C7B2B82677F30D9"	"Single base implementation"
